Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
demya,Demya,"<p><span>The Demya side table is a modern, minimalist piece with a sleek metal frame and a choice of materials for the tabletop. Its compact design adds both style and functionality to any room.</span></p>
<ul>
<li><strong>SIZE: IN:<span> W </span><span data-mce-fragment=""1"">19</span><span> </span>x D 11 x H 23</strong></li>
<li><strong>PRODUCT CODE: FTS-021</strong></li>
<li><strong>MATERIAL: BRASS, MARBLE</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,65000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-33.jpg?v=1709983081,1,"",false,,,,,,,,,kg,,,true,,,active
fitzgerald,Fitzgerald,"<p><span>Introducing the exquisite Fitzgerald Side Table in stunning burl wood, high gloss the epitome of modern luxury. This sleek piece seamlessly combines style and functionality, featuring a luxurious finish that adds a touch of opulence to your space. With premium craftsmanship, it's not just a nightstand, it's a statement piece that complements your sophisticated taste.</span></p>
<ul>
<li><strong>SIZE: IN: W<span> </span><span data-mce-fragment=""1"">23</span> x D 23 x H 26<span data-mce-fragment=""1""></span></strong></li>
<li><strong>PRODUCT CODE: FTS-020</strong></li>
<li><strong>MATERIAL: BOARD, WOOD</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,107000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-32.jpg?v=1709981213,1,"",false,,,,,,,,,kg,,,true,,,active
east-gate,East gate,"<p><span>Introducing the epitome of sophistication – the East Gate Sideboard. Crafted from luxurious burl wood and meticulously finished with a lustrous high gloss, this masterpiece redefines luxury in furniture design. Elevate your living space with its timeless elegance and exquisite craftsmanship. Discover the allure of luxury living with East Gate Sideboard.</span></p>
<ul>
<li><strong>SIZE: IN: W 77 x D 19 x H 30</strong></li>
<li><strong>PRODUCT CODE: FS-019</strong></li>
<li><strong>MATERIAL: WOOD, BOARD </strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,288000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storagecabinet-20.jpg?v=1709910523,1,"",false,,,,,,,,,kg,,,true,,,active
east-gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_20-1.jpg?v=1723476436,2,"",,,,,,,,,,,,,,,,
east-gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_20-2.jpg?v=1723476437,3,"",,,,,,,,,,,,,,,,
east-gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_20-3.jpg?v=1723476437,4,"",,,,,,,,,,,,,,,,
lucca,Lucca,"<p><span>The design of the LUCCA Side Table captures unique warmth and Finest Craftsmanship. this table was hand-painted inspired by Carrara marble finish.</span></p>
<ul>
<li><strong>SIZE: IN:<span> W </span><span data-mce-fragment=""1"">19</span> x D 19 x H 21<span data-mce-fragment=""1""></span></strong></li>
<li><strong>PRODUCT CODE: FTS-019</strong></li>
<li><strong>MATERIAL: BOARD, WOOD</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,56000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-31.jpg?v=1709909486,1,"",false,,,,,,,,,kg,,,true,,,active
olival,Olival,"<p><span>Introducing the epitome of sophistication – the OLIVAL Sideboard. Crafted from luxurious burl wood and meticulously finished with a lustrous high gloss, this masterpiece redefines opulence in furniture design. Elevate your living space with its timeless elegance and exquisite craftsmanship. Discover the allure of luxury living with OLIVAL Sideboard.</span></p>
<ul>
<li><strong>SIZE: IN: W 60 x D 18 x H 30 </strong></li>
<li><strong>PRODUCT CODE: FS-018</strong></li>
<li><strong>MATERIAL: MDF, LACQUER </strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,225000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storagecabinet-19.jpg?v=1709906366,1,"",false,,,,,,,,,kg,,,true,,,active
olival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_19-1.jpg?v=1723476742,2,"",,,,,,,,,,,,,,,,
olival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_19-2.jpg?v=1723476743,3,"",,,,,,,,,,,,,,,,
olival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_19-3.jpg?v=1723476743,4,"",,,,,,,,,,,,,,,,
huntigton,Huntigton,"<p><span>The perfect chair to cozy up in and catch up on all things literary or to binge-watch your favorite show. Sumptuous and affording plenty of room to nestle into, it marries enduring style and glamour with extreme comfort.</span></p>
<ul>
<li><strong>SIZE: CM: 80 x 79 x 91</strong></li>
<li><strong>PRODUCT CODE: FSS-027</strong></li>
<li><strong>MATERIAL: WOOD, FABRIC, LEATHER</strong></li>
</ul>",Lusso Homey Store,Furniture,Lounge Chairs,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,113000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-31_66986b32-1b28-44a2-b045-4fca5967c464.jpg?v=1709552995,1,"",false,,,,,,,,,kg,,,true,,,active
do-cabinet,DO cabinet,"<p>DO cabinet comes in two different sizes. It powerfully dominates the room with the marble or mirror top and the rhythmic sequence of refined flowing lines. The leather-lined structure, made up of doors, drawers, glass shelves, and internal lighting, makes DO a product that is both elegant and highly practical.</p>
<ul>
<li><strong>SIZE: IN: W 102"" x D 21"" x H 30"" </strong></li>
<li><strong>PRODUCT CODE: FS-016</strong></li>
<li><strong>MATERIAL: WOOD,<span> SUEDE</span>, MARBLE</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,375000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_17-1.jpg?v=1736945771,1,"",false,,,,,,,,,kg,,,true,,,active
do-cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_17-2.jpg?v=1736945771,2,"",,,,,,,,,,,,,,,,
do-cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_17-3.jpg?v=1736945772,3,"",,,,,,,,,,,,,,,,
do-cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_17-4.jpg?v=1736945771,4,"",,,,,,,,,,,,,,,,
re-coffee-table,Re Coffee Table,"<p>Exactly like the full-size table, the body of the round RE coffee table is made of MDF and wood. and its round shape makes it perfectly suited to being positioned next to the sofa. It is available in two sizes, with different diameters and heights.</p>
<ul>
<li><strong>SIZE: CM: 120 x 35</strong></li>
<li>
<strong> </strong><strong>SIZE: CM: 55 x 55</strong>
</li>
<li><strong>PRODUCT CODE: FTC-016</strong></li>
<li><strong>MATERIAL: WOOD,<span> LEATHER</span>, MARBLE</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,235000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh19.jpg?v=1708435539,1,"",false,,,,,,,,,kg,,,true,,,active
rock-coffee-table,Majestic,"<p>High cabinet unit with 4 doors and draws exterior structure in sculptural MDF, curved sides, lacquered finish, and built-in polished marble countertops, compartments<span> with internal wooden shelves.</span></p>
<ul>
<li><strong>SIZE: IN: W 94 x D 21 x H 31 </strong></li>
<li><strong>PRODUCT CODE: FS-017</strong></li>
<li><strong>MATERIAL: MDF,<span> WOOD</span></strong></li>
</ul>",Lusso Homey,Furniture > Cabinets & Storage,Cabinets & Storage,"Cabinets & Storage, Furniture",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,330000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_18.jpg?v=1723465419,1,"",false,,,,,,,,,kg,,,true,,,active
rock-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_18-1.jpg?v=1723465424,2,"",,,,,,,,,,,,,,,,
rock-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storage_cabinet_-_18-2_d1ac32da-5905-44e7-8c02-96b6cd5ca3ce.jpg?v=1723471103,3,"",,,,,,,,,,,,,,,,
rustic-round-coffee-table,Rustic Round Coffee Table,"<p><span data-mce-fragment=""1"">Comprising an impeccable design of a round silhouette with great function, this minimalist coffee table is a perfect solution to a modern or vintage home. Showcasing a great piece of artistry, this round-shape coffee table features a smooth tray top that can be used for serving and displaying various decorative items. Made up of durable solid wood, and preservative metal, this table carries strong stability in a rich finish to create a stunning, sleek look. Add a bold touch to your living space with this eye-catching coffee table.</span></p>
<ul>
<li><strong>SIZE: CM: 120 x 120 x 30 </strong></li>
<li><strong>PRODUCT CODE: FTC-015</strong></li>
<li><strong>MATERIAL: BURLWOOD</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,92000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh17.jpg?v=1708434130,1,"",false,,,,,,,,,kg,,,true,,,active
square-ebony-rosegold,Square Ebony & Rosegold,"<p><span data-mce-fragment=""1"">Sending a feeling of exquisiteness is the Modrest Larice Modern Square Ebony &amp; Rose gold Coffee Table. The Ebony square top in a high gloss finish with square shapes over each other are absolute stunner that will attract and make anyone want it for their home. The Rose gold stainless steel frame provides this modern coffee table with sturdy support.</span></p>
<ul>
<li><strong>SIZE: CM: 117 x 32.5 x 117 </strong></li>
<li><strong>PRODUCT CODE: FTC-014</strong></li>
<li><strong><strong>MATERIAL: WOOD, </strong>STEEL FRAME</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,135000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh16.jpg?v=1708434187,1,"",false,,,,,,,,,kg,,,true,,,active
athos-mirror,Athos Mirror,"<p class=""MsoNormal"">Athos is a modern mirror beautifully crafted and painted in golden and black paint and lacquered. It’s a strong design and, despite its dimensions, it looks elegant in any setting, stealing all the attention. Ideal for walk-in closets or master bedrooms.</p>
<ul>
<li><strong>SIZE: IN: W <span data-mce-fragment=""1"">61</span> x D <span data-mce-fragment=""1"">3 x H 86</span></strong></li>
<li><strong>PRODUCT CODE: WHM-001</strong></li>
<li><strong>MATERIAL: BURLWOOD,<span> PAINT, MIRROR</span></strong></li>
</ul>",Lusso Homey Store,Furniture,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,215000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Accessories_LH_-_20.jpg?v=1723533261,1,"",false,,,,,,,,,kg,,,true,,,active
athos-mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Accessories_LH_-_20-1.jpg?v=1723533261,2,"",,,,,,,,,,,,,,,,
athos-mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Accessories_LH_-_20-2.jpg?v=1723533261,3,"",,,,,,,,,,,,,,,,
athos-mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Accessories_LH_-_20-3.jpg?v=1723533261,4,"",,,,,,,,,,,,,,,,
porter-sectional,Porter Sectional,"<p><span>A classic reimagined, the Porter Sectional-Grande is a simple structured sofa with boxy flare and a low-set profile. Square armrests are made like a side table, while an elevated backrest provides ample lean-back support. High-density foam cushioning is nicely rounded and perfectly firm. Detailed pipe stitching around the edges finishes the eloquent modern design. Modular pieces are also available separately. See the entire Porter Collection here.</span></p>
<ul>
<li><strong>SIZE: CM: 282 x 60 x 69</strong></li>
<li><strong>PRODUCT CODE: FSS-028</strong></li>
<li><strong>MATERIAL: WOOD, FABRIC</strong></li>
</ul>
<p><br></p>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,450000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-27.jpg?v=1708426428,1,"",false,,,,,,,,,kg,,,true,,,active
charlus-lounge-chair,Charlus Lounge Chair,"<p><span>Elevate your living space with the GCharlus Lounge Chair  The plush leather upholstery not only offers a touch of opulence but also ensures durability, promising both style and resilience. With its contemporary design and attention to detail, this chair effortlessly becomes the focal point of any room. The sturdy construction and resilient materials make it a lasting addition to your home, inviting you to indulge in both comfort and style.</span></p>
<ul>
<li><strong>SIZE: CM: 97 x 72 x 60 </strong></li>
<li><strong>PRODUCT CODE: FSL-011</strong></li>
<li><strong>MATERIAL: WOOD, LEATHER</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,24,deny,manual,135000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-30.jpg?v=1708425109,1,"",false,,,,,,,,,kg,,,true,,,active
gerrit-rietveld,Gerrit Rietveld,"<p data-mce-fragment=""1"">Elevate your living space with the Gerrit Rietveld lounge Chair Taylor Home, boasting architectural square arms and a thick seat deck, fully enveloped in luxurious performance boucle fabric. The plush boucle upholstery offers a touch of luxury and ensures durability, promising both style and resilience. Contemporary design and attention to detail seamlessly blend comfort with modern aesthetics. The sturdy construction and resilient materials make it a lasting addition to your home, inviting you to indulge in comfort and style.</p>
<ul>
<li><strong>SIZE: IN: W 27 x D 32 x H 29</strong></li>
<li><strong>PRODUCT CODE: FSL-010</strong></li>
<li><strong>MATERIAL: WOOD, FABRIC</strong></li>
</ul>",Lusso Homey Store,Furniture > Furniture Sets > Living Room Furniture Sets,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,110000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-29_386b1344-4dcd-438b-b736-a90293ff7875.jpg?v=1724061453,1,"",false,,,,,,,,,kg,,,true,,,active
sofia-sofa,Sofia Sofa,"<p><span data-mce-fragment=""1"">Mid-century modern design has never looked so posh as the Sofia sofa. Her two-seat, vintage shape is modernly revamped by KOKET with her plush curves being cupped by a lustrous, linear metal base.</span></p>
<ul>
<li><strong>SIZE: CM: 245 x 94 x 90</strong></li>
<li><strong>PRODUCT CODE: FSS-024</strong></li>
<li><strong>MATERIAL: WOOD, SUEDE</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,515000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-5.jpg?v=1708006007,1,"",false,,,,,,,,,kg,,,true,,,active
casa-borromini,Casa Borromini,"<p data-mce-fragment=""1"">The Casa Borromini modular sofa, upholstered in taupe leather and grey fabric, combines elegance and design. The sofa features a plinth and central drawer in ebony Macassar mate, which adds to its airy look.</p>
<ul>
<li><strong>SIZE: CM: 333 x 105 x 94</strong></li>
<li><strong>PRODUCT CODE: FSS-023</strong></li>
<li><strong>MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,395000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-18.jpg?v=1708005772,1,"",false,,,,,,,,,kg,,,true,,,active
panarea-sofa,Panarea Sofa,"<p><span data-mce-fragment=""1"">Ideally designed to create a cozy corner where to relax in the company of a good book, this island belongs to the Panarea Collection of vintage-inspired designs. The ecru-toned fabric upholstery boasts a dense pattern only interrupted by contrasting piping details that seal its tailored quality. Equally perfect to complement a living room or a luxe patio, it can be purchased in combination with a protective cover. Please ask the Concierge for pricing and optional finishes. Cushions included.</span></p>
<ul>
<li><strong>SIZE: CM: 260 x 106 x 71</strong></li>
<li><strong>PRODUCT CODE: FSS-022</strong></li>
<li><strong>MATERIAL: WOOD, JUTE</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,395000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-23.jpg?v=1708004802,1,"",false,,,,,,,,,kg,,,true,,,active
falkor-sofa,Falkor Sofa,"<p><span data-mce-fragment=""1"">Born by contaminating conventional sofa proportions with a free and casual lifestyle that is mirrored by highly versatile and cozy layouts in its more accentuated depth.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Bovine hides, are tanned using chromium salts. The almost 4mm thickness has extraordinary natural marks of the life of the animal. Full grain. Strong and warm. Falkor sofa.</span></p>
<ul>
<li><strong>SIZE: CM: 250 x 80 x 68</strong></li>
<li><strong>PRODUCT CODE: FSS-021</strong></li>
<li><strong>MATERIAL: WOOD, LEATHER</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,515000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-14.jpg?v=1708003761,1,"",false,,,,,,,,,kg,,,true,,,active
bjore-sofa,Bjore sofa,"<p data-mce-fragment=""1"">Add a touch of glamour to your living room with the lavish Eichholtz Bjorn Classic Black Wood Boucle Cream Upholstered Sofa. With bouclé cream upholstery, this alluring curved modular sofa will be sure to round out your interior design.</p>
<ul>
<li><strong>SIZE: CM: 300 x 97 x 69</strong></li>
<li><strong>PRODUCT CODE: FSS-020</strong></li>
<li><strong>MATERIAL: WOOD, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,510000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-20.jpg?v=1708003218,1,"",false,,,,,,,,,kg,,,true,,,active
quatre,Quatre,"<p>Quatre Dining Table is a timeless piece of luxurious craftsmanship. Its sturdy oak or walnut construction provides a robust foundation while its polished antique brass or silver details add a touch of sophistication. Perfect for dinner parties or cozy family meals. Enjoy a touch of opulence in your dining area and a lifetime of fine dining.</p>
<ul>
<li><strong>SIZE: CM: 108 x 38 x 30</strong></li>
<li><strong>PRODUCT CODE: FTD -012</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,575000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-13.jpg?v=1707926192,1,"",false,,,,,,,,,kg,,,true,,,active
angie-armchair,Angie Armchair,"<p>Whether a complementary seat or a focal piece to complete your living space, our lounge chair collection offers balanced proportions, elegant curves, and meticulous craftsmanship. Upholstered in fabric or leather, fixed or swivel, classic or contemporary, metal or solid wood frame, there is a lounge chair for you with our endless bespoke choices.</p>
<ul>
<li><strong>SIZE: CM: 62 x 94 x 87</strong></li>
<li><strong>PRODUCT CODE: FSS-026</strong></li>
<li><strong>MATERIAL: WOOD, SUEDE, LEATHER</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,148000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-28.jpg?v=1707924077,1,"",false,,,,,,,,,kg,,,true,,,active
leslie-armchair,Leslie Armchair,"<p>The originality of the armchair is not only its ability to completely change the atmosphere of a lobby or lounge by simple means in the form of a seat and three different backs. But it also offers the possibility to easily change the upholstery and renew the armchair. As people work more in public places, the need for easy upgrades increases.<br>Through the different heights of the backs, this sofa chair allows everyone to both focus completely on their work and to rest completely, beyond all duties</p>
<ul>
<li><strong>SIZE: IN: W 25 x D 27 x H 34</strong></li>
<li><strong>PRODUCT CODE: FSS-025</strong></li>
<li><strong>MATERIAL: WOOD, SUEDE, LEATHER</strong></li>
</ul>",Lusso Homey Store,Uncategorized,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,145000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-27.jpg?v=1707923598,1,"",false,,,,,,,,,kg,,,true,,,active
harold-side-table,Harold Side  Table,"<p><span data-mce-fragment=""1"">Harold is the bedside table with a sober, rational style. Top covered in leather, veneered Burr Walnut briar-root or with extra clear tempered glass, back lacquered, steel details with gun-metal grey finishing. The bedside table can be combined with Harold's chest of drawers and console.</span></p>
<ul>
<li><strong>SIZE: IN: W 26 x D 18 x H 23</strong></li>
<li><strong>PRODUCT CODE: FTS-016</strong></li>
<li><strong>MATERIAL: MDF BOARD, DECO PAINT</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,75000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-24.jpg?v=1707918506,1,"",false,,,,,,,,,kg,,,true,,,active
eastgate-side-table,Eastgate Side Table,"<p><span data-mce-fragment=""1"">The Eastgate line proposes a contemporary update of the cabinetry tradition of Bentley Home. Top and external frame veneered Warm Grey Fiddleback Sycamore, Smoked Liquidambar, or Burr Walnut briar root—frontal drawer with leather cover.</span></p>
<ul>
<li><strong>SIZE: CM: W 26 x D 20 x H 22</strong></li>
<li><strong>PRODUCT CODE: FTS-015</strong></li>
<li><strong>MATERIAL: BURLWOOD VENEER, LEATHER</strong></li>
</ul>
<p> </p>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,92000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-25.jpg?v=1707918669,1,"",false,,,,,,,,,kg,,,true,,,active
havergate-side-table,Havergate Side  Table,"<p><span data-mce-fragment=""1"">The Havergate bedside table stands out for its internal structure that rises like a precious box. External frame and top are available veneered Warm Gray Fiddleback Sycamore, Smoked Liquidambar, or Burr Walnut briar-root. The alternative version is upholstered in leather. The top can come in Calacatta or Valentine Grey marble.</span></p>
<ul>
<li><strong>SIZE: CM: W 30 x D 21 x H 22</strong></li>
<li><strong>PRODUCT CODE: FTS-014</strong></li>
<li><strong>MATERIAL: BURLWOOD VENEER, MARBLE</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,98000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-26.jpg?v=1707918825,1,"",false,,,,,,,,,kg,,,true,,,active
amble-side-table,Amble Side Table,"<p><span data-mce-fragment=""1"">Elegant and sinuous, the Ambleside bedside table features a wooden structure with drawers veneered Warm Grey Fiddleback Sycamore, Smoked Liquidambar or Burr Walnut briar-root, and glossy brushed finishing. Top available in coordinated wood or with leather cover. Perimetral optional profile with gun-metal grey finishing.</span></p>
<ul>
<li><strong>SIZE: IN: W 26 x D 22 x H 22</strong></li>
<li><strong>PRODUCT CODE: FTS-013</strong></li>
<li><strong>MATERIAL: VENEERBOARD, LACQUER FINISH </strong></li>
</ul>",Lusso Homey,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,87000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-27.jpg?v=1707918982,1,"",false,,,,,,,,,kg,,,true,,,active
canterbury-bed,Canterbury Bed,"<p><span data-mce-fragment=""1"">The Canterbury bed is characterized by an imposing headboard, embracing a coated structure available in fabric or leather.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The shapes are soft and sinuous, working in harmony with the contemporary and informal line.</span></p>
<ul>
<li><strong>SIZE: IN: W 74 x D 91 x H 50</strong></li>
<li><strong>PRODUCT CODE: FB-016</strong></li>
<li><strong>MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,335000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-28.jpg?v=1707919231,1,"",false,,,,,,,,,kg,,,true,,,active
cu-cu,Cu Cu,"<p><span data-mce-fragment=""1"">Meet the Cu Cu Side Table, where modern design takes center stage! Chic and sleek, meet the Cu Cu Side Table. Crafted from white high-gloss fiberboard, it's a modern masterpiece. Elevate your space effortlessly. The minimalist aesthetic blends seamlessly with any decor, bringing contemporary chic to your home.</span></p>
<ul>
<li><strong>SIZE: IN: W 10 x D 10 x H 24</strong></li>
<li><strong>PRODUCT CODE: FTS-017</strong></li>
<li><strong>MATERIAL: WOOD, BOARD</strong></li>
</ul>",Lusso Homey,Furniture,Side Table,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,68000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-29.jpg?v=1707919398,1,"",false,,,,,,,,,kg,,,true,,,active
